genename	coding_BF
SIPA1L2	0.2196966472
RAB6B	0.7848783459
LIN7A	0.8179971759
C1orf204	0.9994443033
LSP1	0.76811465
IRF1	0.7711334038
RPS9	0.76811465
NXPH2	0.8131742595
EID2B	0.7711334038
GDF9	0.7257566489
UBTF	0.4861231074
CD72	0.7741650615
C1QL2	0.772647616
EMILIN1	0.4177125704
OR4K15	0.772647616
OR2A4	0.772647616
EIF4H	0.7666100935
CHMP4B	0.7879688143
PSMD14	0.8249643513
THAP7	0.7711334038
NDUFAF1	0.7756857479
MAGEA12	0.7711334038
STRAP	0.7756857479
INMT	0.76811465
GTF2A1	0.7910725189
FAM105B	0.7802673274
GPR21	0.7711334038
SERPINA7	0.7711334038
ADRB3	0.76811465
ZNF691	0.7711334038
OSM	0.7711334038
ZNF670	0.7833380561
LLGL2	1.299185641
CBLN2	0.7696224177
MAGEA8	0.7711334038
TMUB1	0.7711334038
OR10G9	0.7696224177
SSNA1	0.8618055464
OR56A5	0.7696224177
GPR85	0.76811465
UBR7	0.7741650615
KCTD14	0.7711334038
GRB2	0.8099761653
SRPRB	0.7833380561
HLA-DOA	0.7606238302
C20orf85	0.8643701376
FGF8	0.772647616
IBA57	0.7561674882
GKAP1	0.8099761653
OR10G8	0.76811465
DOLPP1	0.7711334038
MAGEA4	0.7756857479
CD8A	0.7772096826
METTL9	0.7802673274
RNF115	0.7957530278
OR2T4	0.7696224177
DIRAS3	0.7696224177
CKM	0.6497137986
TYSND1	0.6522302208
CHTOP	0.7711334038
CLDN16	0.7787368733
COX11	0.7666100935
HMGCS2	0.6560247364
WDR91	0.4879592441
NUDT15	0.8652268449
ZNF24	0.772647616
OR10G4	0.7696224177
ARMC7	0.7756857479
VWC2L	0.8376022488
SLITRK5	0.3485861864
CAPZA1	0.7926293539
CYSLTR1	0.7957530278
WTIP	0.772647616
GTF3A	0.7546883553
COPS5	0.7772096826
DCAF4L1	0.6509706882
TM2D3	0.772647616
PHB	0.7711334038
C1GALT1	0.7864219294
FAM212B	0.7711334038
PSMD9	0.7787368733
RNF41	0.7741650615
SNAI1	0.76811465
PABPC1L2A	0.7696224177
HVCN1	0.7895190082
HIST1H1E	0.7502697984
HEXB	0.6598432558
RASL11B	0.7666100935
HEYL	0.7546883553
MPST	0.7561674882
DYRK4	0.6534924023
TRIM73	0.7606238302
MADD	0.9688098935
NPFFR1	0.7756857479
CLEC12B	0.858229012
OSTalpha	0.7532123675
ISG20L2	0.7546883553
CACNG1	0.7651087406
SCGN	0.7818010525
FAM172A	0.7173139703
SEC14L3	0.744422084
DARS	0.6832677463
PABPC1L2B	0.7696224177
VKORC1L1	0.8115734993
C9orf4	0.763610584
TYMS	0.763610584
LAMP5	0.7666100935
FAIM3	0.772647616
OR10C1	0.7328747537
SYCP3	0.8626594894
SLC25A2	0.7517395176
CTAG2	0.76811465
ZNF804B	1.8063664891
ADC	0.6649722386
MSTN	0.7651087406
RAB33A	0.772647616
CEACAM21	0.7787368733
CDC123	0.7561674882
BRI3BP	0.7517395176
OR6P1	0.7666100935
RBPMS	0.8548377927
RNF125	0.7848783459
MTRF1L	0.7576497734
CDK4	0.7666100935
ABHD10	0.7696224177
C12orf70	0.7696224177
LSM11	0.7696224177
RPLP0	0.7666100935
EPG5	0.1703349897
ZNF354A	0.657294901
CBX7	0.7696224177
NKX2-8	0.7517395176
MRPS24	0.8568707717
FOXD2	0.7666100935
FCGR1A	0.772647616
TH	0.5604166837
MLEC	0.7606238302
APOL4	0.763610584
RFT1	0.6649722386
C11orf87	0.76811465
AGTR1	0.7756857479
FAHD2A	0.76811465
HDHD1	0.8179971759
CYP2B6	0.6422276271
PRPS1	0.7772096826
CEBPD	0.7651087406
TMEM38B	0.798890092
LRRC10	0.763610584
SPARC	0.7561674882
MAGEA2B	0.7666100935
APBA3	0.6484595458
C2orf28	0.8546686147
FAM49A	0.7833380561
CREB1	0.7864219294
SLC25A47	0.6422276271
KIAA1274	0.4184904404
ACER1	0.7756857479
SWI5	0.7696224177
CYB5R3	0.7591352184
IFT46	0.7711334038
AEBP2	0.8004636649
NOXRED1	0.7651087406
B3GALT1	0.7818010525
OTUD3	0.7711334038
MAGEB10	0.7711334038
GRAP	0.7787368733
SCG5	0.8594193932
VGLL3	0.7696224177
B3GNT5	0.7546883553
GJD2	0.763610584
ERGIC2	0.7818010525
OR2A1	0.7651087406
EIF2B1	0.7651087406
CRADD	0.8316676081
NT5C	0.8560230588
P2RY10	0.7711334038
SKA1	0.8329824543
TSPYL4	0.747339723
ARHGEF4	0.5077000008
FAM86B2	0.7711334038
ZNF703	0.763610584
RFWD3	0.5690418811
DNAJB13	0.7532123675
DDAH1	0.8731520261
AURKA	0.7651087406
ZNF485	0.763610584
HIST1H1B	0.7621156163
ELOVL6	0.8099761653
MAGEA2	0.7666100935
MORF4L1	0.7741650615
CLDN10	0.8163860897
TEX13B	0.763610584
PHF6	0.7926293539
CDCA4	0.7651087406
SEC24D	2.0879048702
EXOSC5	0.7517395176
TBP	0.7711334038
MALSU1	0.7666100935
KLF14	0.7621156163
FBXO6	0.747339723
CCR4	0.763610584
C7orf25	0.7591352184
NOL7	0.8570404238
VDAC1	0.7741650615
KCNMB4	0.7864219294
HOXC8	0.7488032025
ZDHHC24	0.7517395176
PPP6C	0.7818010525
IK	0.6409890708
FIGF	0.7666100935
FST	0.7651087406
ZNF121	0.7711334038
CA9	0.6385197381
C3orf37	0.7606238302
SCN3A	1.0284522674
YWHAQ	0.7818010525
RAB40A	0.7576497734
ZNF621	0.7621156163
AGPAT1	0.7458793525
NGF	0.76811465
SAE1	0.7833380561
SPRY2	0.7488032025
BRIX1	0.7666100935
ZNF692	0.6372889501
CRTC1	0.5038739912
KRT37	0.6447125494
MAGEB4	0.7621156163
CTGF	0.7606238302
POU2AF1	0.76811465
PABPN1L	0.8531476506
CTDSP2	0.7741650615
GCNT4	0.7429679103
DDX27	0.4824733028
TMEM51	0.7606238302
TFPT	0.7458793525
MS4A4A	0.8633433064
MED17	0.6336120291
PRPF38A	0.7502697984
VAX1	0.763610584
RSPO2	0.8318318404
OR2J3	0.8052046401
OR2A42	0.7621156163
TMEM80	0.8536543113
REEP2	0.7621156163
OMG	0.7621156163
C1QTNF9B	0.763610584
FAM13C	0.6845953463
RASL12	0.7606238302
KLF6	0.7458793525
ATP6AP2	0.7696224177
HEMK1	0.7517395176
SSTR2	0.747339723
CC2D1B	0.4797554796
HNRNPC	0.7741650615
PTCD2	0.7546883553
FCHSD2	0.5969384028
SAMM50	0.6409890708
TCTN2	2.3968636377
CYP1A1	0.6434687847
CCR9	0.7606238302
BMP15	0.747339723
FAM49B	0.8067917436
FOXQ1	0.7606238302
MTERFD1	0.763610584
PSMD7	0.763610584
ARX	0.7666100935
GAPDH	0.7591352184
SRSF1	0.7606238302
NUDCD2	0.8536543113
GGTLC2	0.7621156163
MAS1	0.747339723
SAV1	0.7561674882
MAPRE3	0.7864219294
GIPC3	0.7576497734
MMP21	0.6336120291
DNAJC5	0.772647616
MAGEA11	0.7711334038
POU5F1	0.7561674882
TNFSF14	0.7591352184
UBE2U	0.8678025128
NDC80	0.6547572388
TCP10L2	0.7651087406
PTRH1	0.8497782589
RAB3A	0.7591352184
C9orf91	0.7488032025
HOXC13	0.7458793525
TLX1	0.7591352184
RSPO1	0.763610584
TMEFF1	0.8083822493
FHL2	0.772647616
ANXA2	0.7591352184
SRL	0.6397531097
SAMD8	0.7802673274
C14orf159	0.5822512588
SRD5A1	0.7532123675
EEF1D	0.4797554796
ABO	0.7561674882
ATP6V1E2	0.8440834594
EMX2	0.7606238302
SOD3	0.7532123675
MLYCD	0.6348351014
PARD6A	0.6422276271
TMEM225	0.8465907382
RFPL3	0.7591352184
PEX13	0.772647616
HENMT1	0.7458793525
C8orf74	0.7458793525
POLK	0.5889805626
OR51E2	0.7561674882
HABP4	0.7621156163
EFNA2	0.763610584
MOB3B	0.8249643513
RAD23B	0.7711334038
NODAL	0.7517395176
SIRPD	0.8570404238
DCTN2	0.7371820216
TMEFF2	0.7415168243
C6orf136	0.744422084
ARMCX3	0.7591352184
IL13RA2	0.7651087406
OR2W5	0.7546883553
ELK4	0.7517395176
BCL2L1	0.7864219294
GPR119	0.7576497734
TF	0.5540410062
SMAD9	0.657294901
LAT	0.7606238302
KRTAP10-5	0.7546883553
NEMF	0.4935129919
LHX8	0.7532123675
RGS7BP	0.7941895209
RSPH9	0.7532123675
NAP1L1	0.7711334038
FAM164A	0.7787368733
GPR34	0.7606238302
PCDHB13	0.4084995637
PURG	0.7696224177
NOTUM	0.6434687847
C12orf42	0.7173139703
HMGXB4	0.657294901
TEFM	0.7591352184
CALB2	0.7666100935
SLC25A17	0.7756857479
FAM153A	0.7772096826
CXorf38	0.7651087406
P2RY12	0.7741650615
PLD2	0.3995067147
MRGPRE	0.7415168243
SPIN1	0.8020406086
PPP4R2	0.76811465
HNRNPH3	0.7591352184
TMEM194A	0.7502697984
ATF4	0.7576497734
SH3GLB1	0.772647616
CD226	0.7666100935
CFD	0.7561674882
GPR183	0.7591352184
YARS	0.6585677388
CIB4	0.8696966358
MYEOV	0.738623887
CXorf58	0.7561674882
LYG2	0.8285538853
IL2RG	0.7576497734
FHL1	0.7879688143
FAM181B	0.7546883553
FPR2	0.7561674882
C16orf53	0.7546883553
SGK196	0.7532123675
POU5F1B	0.7561674882
PSMF1	0.7576497734
CXCR4	0.7561674882
HSDL1	0.744422084
SUV39H2	0.763610584
DCTN6	0.8609525227
DUSP1	0.7546883553
AIFM1	0.772647616
UPRT	0.76811465
WNT8A	0.7561674882
MAGEA9	0.7591352184
MAGEA9B	0.7591352184
FAM125A	0.7429679103
TRAM1L1	0.7415168243
ZNF843	0.7576497734
AQP8	0.7576497734
IGLON5	0.744422084
GRASP	0.7576497734
TSEN54	0.6397531097
UBFD1	0.7591352184
STXBP6	0.8526413169
MTHFD2	0.7606238302
SDC1	0.7606238302
FHAD1	0.3636142522
PPP1R3G	0.7546883553
SOCS1	0.7546883553
PPP2CA	0.76811465
HSPA12B	0.475262647
PPAPDC1A	0.7848783459
PXMP2	0.8538232709
GALK2	0.7229304813
EXOSC3	0.7561674882
OLIG2	0.7532123675
C11orf68	0.7502697984
EMX1	0.7606238302
C16orf45	0.8301911034
OR6C68	0.8215537489
MSRB3	0.8550070071
MRPL49	0.8432494953
GJB1	0.7561674882
PTAR1	0.7711334038
CASP7	0.7591352184
FAM18A	0.8601004172
SULT4A1	0.7532123675
HARS	0.6348351014
PDHX	0.6662612437
PRSS22	0.7415168243
TSPAN5	0.8115734993
TCN1	0.7257566489
FADD	0.7546883553
COMMD10	0.8568707717
EID2	0.7517395176
GPR143	0.7666100935
HEPHL1	1.7950944456
PLOD3	0.4655384053
FASTKD1	0.5625595862
DCDC1	0.7941895209
PHB2	0.7400688189
DUX4L2	0.7561674882
DUX4L3	0.7561674882
DUX4L5	0.7561674882
DUX4L6	0.7561674882
RPP25	0.7532123675
ZFP1	0.7576497734
C21orf56	0.738623887
SPOPL	0.76811465
UBTD1	0.7802673274
OBFC1	0.7651087406
SLC35G2	0.7696224177
ULK3	0.7371820216
MEST	0.7591352184
RAD17	0.6484595458
FN3K	0.7429679103
PCMTD1	0.7926293539
WIF1	0.7833380561
MYPOP	0.738623887
CBWD5	0.7895190082
PSME2	0.8419170161
TGIF1	0.6459589272
FAM161A	0.6179429733
TMEM59L	0.7546883553
POTEB	0.7711334038
SNAP29	0.763610584
MAGEC2	0.7517395176
ACTL7A	0.6372889501
LIN28B	0.8147784536
ITPKB	0.357651588
DRGX	0.7621156163
MEF2BNB-MEF2B	0.7576497734
ZDHHC22	0.747339723
ATXN7L1	0.8698690516
OR6B2	0.7357432156
ATP1B2	0.7343074619
GPR55	0.7517395176
RBMX2	0.7561674882
ZBTB26	0.7546883553
ANXA8L1	0.7458793525
SYT4	0.7532123675
ALG5	0.7576497734
TAZ	0.7561674882
SLC39A9	0.7787368733
C2CD4D	0.7517395176
ING3	0.744422084
OR2T8	0.7502697984
OR9Q2	0.7502697984
COQ2	0.8467581778
PQBP1	0.7502697984
AZU1	0.7215218857
FGF18	0.7651087406
SLAIN1	0.7666100935
CLVS2	0.7651087406
PARD6B	0.7517395176
GRIK4	1.7617315719
ACTL6A	0.7576497734
NLRC4	2.1190111308
ACTRT1	0.7488032025
KCTD5	0.7429679103
GLTPD1	0.738623887
ALPL	0.558282646
FSTL1	0.7651087406
CAMSAP1	1.0243553507
IKBIP	0.7606238302
MXI1	0.7802673274
KCTD15	0.7502697984
ZNF789	0.7328747537
PIM2	0.7502697984
GPR62	0.7343074619
PSMA1	0.8205821097
SFXN1	0.7488032025
ANXA8L2	0.744422084
PRPSAP1	0.7458793525
ALLC	0.7131327183
SH2D2A	0.7357432156
RPF1	0.7328747537
SLC25A32	0.7300184453
RAP2B	0.7488032025
CRX	0.7415168243
LHX6	0.7532123675
CACNG5	0.7488032025
AFMID	0.7517395176
ATPAF2	0.7429679103
CCDC64B	0.7488032025
EIF4A2	0.7357432156
PCMTD2	0.7357432156
SCG3	0.7400688189
MUC7	0.7696224177
LIAS	0.7502697984
SNX32	0.6397531097
LPGAT1	0.7864219294
ORAI3	0.7502697984
AQP3	0.744422084
PAK1IP1	0.7517395176
CLDN4	0.7488032025
RUSC1-AS1	0.747339723
ARFIP2	0.7458793525
SFXN2	0.738623887
SATL1	0.7415168243
ZNF566	0.76811465
ZNF322	0.7576497734
ENPP3	0.557218939
KHNYN	0.5394687364
TNIP3	0.772647616
C12orf50	0.7546883553
GJB3	0.7285948313
TSPAN7	0.8067917436
DUSP9	0.7517395176
RPL13	0.744422084
SF3B2	1.9314731091
TXNIP	0.7343074619
NFYC	0.7666100935
SLC35G5	0.7343074619
CFDP1	0.8147784536
VPS36	0.7458793525
RABEPK	0.7502697984
RAX	0.744422084
KCNK12	0.7561674882
DEFB121	0.967090611
JAGN1	0.8346291921
RAB40AL	0.7458793525
RBM38	0.747339723
SNRPA	0.7357432156
ASPRV1	0.744422084
IRF2BP2	0.6311735593
CX3CR1	0.7400688189
TMOD3	0.7848783459
FAM108C1	0.763610584
RUNDC3A	0.7488032025
TGOLN2	0.6275349551
LRRC59	0.7502697984
YBX1	0.7532123675
FUT7	0.744422084
MAPK9	0.744422084
SLC4A7	0.4327644044
RNF121	0.7787368733
GRIK2	0.5303210117
TMEM110	0.7696224177
CASP1	0.7343074619
AMMECR1L	0.7546883553
OR10H2	0.7314450838
ARPM1	0.7458793525
B3GALT2	0.7458793525
TAF5L	0.7546883553
RXRG	0.744422084
ACMSD	0.7576497734
SIT1	0.8351239035
OTC	0.772647616
SCAMP3	0.7343074619
OR1I1	0.7429679103
RTCA	0.7415168243
NCK1	0.772647616
C11orf48	0.822364404
PRPF18	0.7576497734
POLDIP2	0.7488032025
TDG	0.7502697984
SLC25A5	0.7458793525
SFN	0.744422084
BRS3	0.747339723
MICA	0.7415168243
UBTFL1	0.7458793525
TAPT1	0.7517395176
TUBE1	0.738623887
PYCR2	0.744422084
NRD1	0.4239797608
GOSR2	0.8306829547
SURF2	0.832817975
LDLRAP1	0.747339723
SLC25A53	0.7772096826
RPTN	0.6073420314
B3GALT5	0.7429679103
SLCO1B7	0.6585677388
BCKDHB	0.7400688189
TSPAN10	0.7343074619
TBC1D21	0.7458793525
DTD1	0.838098877
UCK2	0.7696224177
SULT1A3	0.747339723
SULT1A4	0.747339723
GPRC5A	0.7201162733
DHRS4	0.7371820216
YIF1A	0.7300184453
RAB11B	0.7458793525
FGA	0.5353820935
LDOC1L	0.738623887
PGPEP1L	0.8430828101
YBX2	0.744422084
C1QL3	0.7415168243
ECT2	0.5636343741
YOD1	0.7300184453
C2orf43	0.8004636649
TARBP2	0.7429679103
CLIC5	0.7910725189
MTG1	0.7343074619
NFKBIA	0.7415168243
FGG	0.738623887
PRRT1	0.7429679103
ST3GAL5	0.738623887
MRPS31	0.7502697984
SPI1	0.7458793525
TEX264	0.7429679103
KCTD9	0.7546883553
RNASEH1	0.747339723
ATP1B4	0.7488032025
DKK3	0.7243420667
ACTG2	0.7271742348
MAPK1	0.7910725189
WNT11	0.7314450838
DHRS2	0.7328747537
MC2R	0.7502697984
C5orf22	0.7343074619
SERPINI1	0.7772096826
CDX4	0.7314450838
NEDD1	0.6484595458
KIR2DL1	0.7357432156
GIPC2	0.7546883553
CP	2.0835015273
DNAJC15	0.869007344
PRG2	0.8303550186
DHRS4L1	0.7651087406
GJB4	0.7215218857
MRPL43	0.7201162733
SCML1	0.7502697984
AMD1	0.7756857479
C6orf120	0.7271742348
USP6NL	0.5125269453
CALHM1	0.6275349551
MED1	0.3466762235
NR2F6	0.7458793525
ADAMTS2	0.2685427273
CA5B	0.7621156163
ZSCAN23	0.744422084
FPR1	0.7243420667
HPCAL1	0.763610584
GPR128	0.5668721447
MAPK7	0.4620560627
GPR19	0.7314450838
THOC6	0.715917266
INHA	0.7357432156
DDIT4	0.7415168243
LDHAL6B	0.7243420667
GTF2H2D	0.7606238302
WDR12	0.7546883553
GHSR	0.6287452841
TES	0.7429679103
TMEM48	0.6534924023
CSNK2A2	0.7576497734
CCNDBP1	0.7458793525
SCFD1	0.67405253
SLC44A5	0.6299581502
GTF2H2C	0.7606238302
TRA2B	0.7343074619
CELA2B	0.744422084
TMEM241	0.8083822493
BLZF1	0.7532123675
PDCD6	0.7576497734
CBR1	0.7201162733
NXF5	0.7532123675
GPR180	0.7502697984
DMPK	2.2822357458
REEP4	0.7415168243
COPS6	0.7400688189
RNF19B	0.7502697984
CTRB2	0.7400688189
IGBP1	0.7517395176
CDCP1	0.4655384053
CD1D	0.7271742348
GTF2H2	0.7606238302
DNTTIP1	0.7328747537
PRMT2	0.747339723
CEBPE	0.7243420667
OR6C65	0.8272466388
CREB3L4	0.7285948313
TRPM7	1.2782379497
FAM131B	0.7400688189
ABHD4	0.7243420667
ZNF223	0.7201162733
GUCA1B	0.8254528359
ADIPOR1	0.7285948313
CTDSPL	0.7895190082
ZNF445	0.4761575452
GNAI3	0.7591352184
MOB3C	0.7400688189
PHYHIPL	0.7606238302
BHLHE41	0.7400688189
KCTD4	0.8316676081
ATP7A	0.3710488726
AFAP1	2.0271617361
IRF9	0.7257566489
ZNF641	0.7400688189
CCR2	0.7415168243
PRSS23	0.7300184453
EFNB3	0.7257566489
MSR1	0.7075988765
TLX2	0.7371820216
ZNF141	0.7400688189
WDR82	0.7488032025
ABI3	0.7400688189
FAM55A	0.7532123675
AQP1	0.7229304813
ZDHHC3	0.7517395176
NKX2-3	0.7371820216
PSMD13	0.7357432156
ADH1C	0.7400688189
MYT1	0.3416382807
RTP1	0.7229304813
PDGFB	0.7300184453
DIRAS1	0.7343074619
PRR16	0.8236632621
NEK5	0.6251218854
CAB39	0.7818010525
RBM48	0.738623887
CAMLG	0.744422084
TPPP	0.7429679103
WFDC8	0.8364446937
YDJC	0.7357432156
EFNB1	0.738623887
ICAM3	0.5144716596
ZNF782	0.6372889501
ADO	0.7357432156
UBE2S	0.738623887
EID3	0.7357432156
CEACAM6	0.7400688189
GLA	0.738623887
KLF8	0.7651087406
GPX4	0.7371820216
CD46	0.7400688189
RAE1	0.7458793525
BSPRY	0.7229304813
TMEM229A	0.7371820216
ACP6	0.7429679103
CTRB1	0.7371820216
FLT3	0.4788532366
RHOXF2	0.7400688189
LIN7B	0.8243135276
RHOXF2B	0.7400688189
ZNF600	0.6239191334
FGF23	0.738623887
TMEM185A	0.7532123675
FOXH1	0.7229304813
JUND	0.7357432156
CERS3	0.747339723
FGF17	0.7357432156
ANXA8	0.7458793525
ANKRD2	0.738623887
FBXO10	0.409258826
MOB3A	0.7243420667
FOLH1B	0.7546883553
C22orf33	0.8067917436
TTPAL	0.738623887
GOLPH3	0.7546883553
GABPB1	0.7711334038
GJA1	0.7400688189
ZNF550	0.7415168243
CRYBB1	0.7429679103
PABPC4L	0.7215218857
A4GALT	0.6215211664
POU3F1	0.7371820216
TCF19	0.7117448612
NDUFC1	0.9561293234
PRR7	0.738623887
RCSD1	0.7201162733
TNFRSF4	0.7343074619
OPN5	0.7488032025
GPAA1	0.5213415286
BARX2	0.744422084
CSTB	0.9260765003
C16orf70	0.7400688189
ZBTB25	0.7429679103
CLDN23	0.7328747537
TRIM43	0.738623887
HLF	0.747339723
TRIM49	0.7415168243
AZIN1	0.747339723
TSEN34	0.7328747537
ZNF167	0.6038524293
NAPA	0.7300184453
RBMXL1	0.7229304813
COPS4	0.738623887
IMP3	0.7201162733
NFATC3	0.5086614256
SLC25A14	0.7517395176
OR5AK2	0.8204202914
AQP6	0.7343074619
FAM150B	0.9523153516
PCGF2	0.7371820216
DROSHA	0.3524404561
INSR	1.008142853
ADPGK	0.7343074619
TEX34	0.7215218857
CCNJ	0.7400688189
TGM2	0.4655384053
PPM1A	0.7561674882
RCN3	0.7243420667
GLIPR1L1	0.8405868264
ZBTB3	0.6227188956
PGK1	0.7429679103
CRTAC1	0.5019727389
BUB3	0.7357432156
CYB561	0.7371820216
KIAA1456	0.7103599397
MBNL3	0.8020406086
PLEK2	0.7243420667
MSC	0.7314450838
ACTL10	0.7328747537
SPHK1	0.6132068263
SKA3	0.7343074619
CA4	0.7328747537
TNFAIP1	0.7117448612
DCAF17	0.7371820216
POLR2M	0.7328747537
GPR3	0.7328747537
LHFPL2	0.7895190082
ACP5	0.715917266
ATP6V1D	0.8311751228
SDSL	0.7371820216
CSNK1A1	0.7546883553
OSR1	0.7343074619
CSGALNACT1	0.6179429733
FAM78B	0.772647616
PHOSPHO1	0.7328747537
SLC2A4RG	0.7328747537
TSPAN18	0.7696224177
TINF2	0.7328747537
IL13RA1	0.7651087406
CYTIP	0.7400688189
TM6SF2	0.7201162733
C7orf42	0.7488032025
GALC	0.6085100966
TUFM	0.6215211664
TNFRSF14	0.7314450838
C9orf50	0.7343074619
ASB7	0.7429679103
FAM50A	0.7343074619
PGGT1B	0.7502697984
EML4	0.4991354534
ARR3	0.7357432156
ZCCHC18	0.7343074619
CAPZA3	0.8163860897
MLF1	0.8359491313
PPP2R4	0.7285948313
TMEM183B	0.738623887
SERPINA6	0.7173139703
PM20D2	0.738623887
C9orf140	0.7343074619
TMEM189-UBE2V1	0.7371820216
C2orf56	0.7075988765
ZNF367	0.744422084
CCDC19	0.6167552216
SYAP1	0.7517395176
HLA-DMB	0.8131742595
EHBP1	0.4327644044
FBXO47	0.7328747537
DCP2	0.7415168243
ASCL4	0.7300184453
UXS1	0.7696224177
ZNF688	0.7314450838
SLC2A11	0.6085100966
C9orf72	0.7229304813
EIF3E	0.7357432156
CXADR	0.7532123675
RNF144A	0.7591352184
OR10K2	0.8179971759
CAPG	0.7343074619
CHST10	0.7201162733
HNF4G	0.7187136371
LEAP2	0.9413481208
C18orf32	0.9454918451
LAMP2	0.7517395176
TAL1	0.7243420667
ABHD1	0.7075988765
PALM2-AKAP2	0.4047261174
AP2B1	0.5000792752
RHOB	0.715917266
ATG4A	0.7621156163
CEPT1	0.747339723
FOXN4	0.7271742348
PRRX1	0.7591352184
CRIPT	0.9451143241
SPDYE2	0.7371820216
NPDC1	0.7285948313
MTMR11	0.6120289625
ST8SIA4	0.7741650615
OR10H5	0.7285948313
TBC1D20	0.7229304813
NXF1	0.7328747537
PRSS27	0.7187136371
SERPINA1	0.7062227214
S100PBP	0.7357432156
UGT2A1	0.6385197381
PSMB11	0.7187136371
EED	0.7429679103
C9orf167	0.715917266
ZNF259	0.7300184453
CCND2	0.7300184453
ZNF440	0.6688474085
HSD3B1	0.7314450838
MB21D2	0.6547572388
CBWD2	0.763610584
DCTN1	0.335452265
ARL6IP6	0.744422084
ORAI2	0.7357432156
MAPRE2	0.7973198823
DEDD	0.7328747537
FOXC1	0.7271742348
OR13A1	0.7173139703
RASSF8	0.7711334038
RIMKLA	0.744422084
SMS	0.7488032025
IRF3	0.7131327183
KLF5	0.7314450838
ZDHHC9	0.7343074619
CCDC91	0.763610584
SCD	0.7285948313
S100A12	0.9389088457
FLT1	0.3629464374
INPP5J	0.6215211664
TSTA3	0.715917266
RNF208	0.7257566489
USF2	0.7314450838
SERPINE3	0.7371820216
C9orf11	0.8163860897
GLP2R	0.6263271574
RPS27L	0.9413481208
FAM125B	0.7848783459
STUB1	0.7131327183
OR10T2	0.8131742595
CA5A	0.7429679103
ANKRD13A	0.6336120291
TMEM204	0.7371820216
GSX2	0.7271742348
HADH	0.7300184453
FOXP3	0.7343074619
BCL2L2-PABPN1	0.7300184453
MOGAT2	0.7257566489
AHSG	0.7131327183
HHLA2	0.7343074619
EXOSC1	0.8196117201
ST6GAL1	0.7343074619
PA2G4	0.7314450838
UBE2Q1	0.7300184453
MT1M	0.9392836708
SLC35E1	0.7357432156
CBWD3	0.763610584
USP12	0.7546883553
ISLR	0.6155699504
PTPN2	0.7532123675
ZDHHC7	0.7271742348
WDR45L	0.7215218857
KBTBD13	0.7271742348
SLC19A2	0.7285948313
MBTD1	0.7576497734
MRGPRD	0.7285948313
CLDN14	0.7517395176
PARL	0.7343074619
LRRC73	0.7131327183
ARRDC3	0.7285948313
GJA3	0.7117448612
RGP1	0.7117448612
SOST	0.7271742348
PPAPDC2	0.7215218857
CRHBP	0.7285948313
CERK	0.6179429733
DNASE1L1	0.7285948313
SS18	0.7576497734
HAND1	0.7257566489
MBLAC1	0.7257566489
PMEPA1	0.7314450838
RPRD1B	0.7517395176
SIAH2	0.7328747537
SPDYE6	0.7328747537
SSH3	0.5333513926
PRAMEF16	0.7145235177
HSDL2	0.7606238302
OR5T1	0.8115734993
ZNF572	0.7048494751
ANKS1A	0.3717328828
MSX1	0.7215218857
COMMD1	0.8539922669
C5orf51	0.8163860897
ARPC2	0.7415168243
PDCL3	0.8179971759
FAM86B1	0.7328747537
NAA38	0.9338646012
ZNF735	0.7314450838
RRM2	0.7257566489
SIAH3	0.7328747537
SNX11	0.8179971759
INTS12	0.7357432156
HS3ST6	0.7243420667
SIX6	0.7117448612
PRUNE	0.7201162733
JAM3	0.744422084
TRIM9	0.4646651561
PRAMEF17	0.7131327183
ACTRT3	0.7243420667
DIS3L2	0.4458967406
ZNF226	0.5912424038
XKR3	0.7300184453
OR2L8	0.8115734993
NDNL2	0.7089779471
RAD54B	0.9390962379
CCDC149	0.7926293539
SHFM1	0.9453030641
CWC27	0.7314450838
TOB2	0.7271742348
HMG20A	0.7532123675
CXCR2	0.7285948313
DNAJB14	0.7458793525
SCAMP1	0.7802673274
SOWAHC	0.7215218857
OR10A2	0.8099761653
POFUT2	0.6179429733
C2orf18	0.715917266
C12orf51	0.8268968633
BRSK1	0.4586019863
HOXB9	0.7229304813
OR5D14	0.8099761653
ANO2	0.4303491611
RBM41	0.7532123675
MTX2	0.8422499211
PTPN3	0.4852078538
PRDM14	0.6143871538
HHAT	0.6534924023
DENND3	0.2864862127
CPB2	0.7257566489
TYW1	0.5425559531
ISY1-RAB43	0.7561674882
SMPD2	0.7021116821
RAPSN	0.7117448612
RBM22	0.7243420667
FTSJ1	0.7257566489
SKP2	0.715917266
PPME1	0.7458793525
CLEC4G	0.7075988765
FOXE1	0.7215218857
FAM157A	0.7400688189
CDX2	0.7243420667
C16orf7	0.6132068263
ESAM	0.7089779471
ST8SIA3	0.7201162733
C9orf125	0.7215218857
IPO9	0.4629239887
ZNF479	0.7187136371
OR4L1	0.8052046401
FBL	0.7187136371
CYP2A7	0.6038524293
IMPG1	0.5701301312
GPR63	0.7343074619
HOXB6	0.7229304813
DKK2	0.7741650615
PARP16	0.7257566489
MST4	0.747339723
CHPT1	0.7314450838
FDCSP	0.9374111716
LBX2	0.7215218857
ZNF140	0.7314450838
OR6B3	0.7201162733
YIPF3	0.7215218857
FXYD4	0.9318179972
SOX18	0.7215218857
PLAUR	0.7215218857
FCAMR	0.8115734993
